611048,Cedarwood Grove,D25,0 Cedarwood Grove,738000,Bungalow House,N/A,99-year Leasehold,1995,N/A,N/A,https://www.propertyguru.com.sg/project/cedarwood-grove-1712,"Cedarwood Grove  Cedarwood Grove is a collection of bungalows with a 99-year leasehold. Completed in 1995, the estate is located along Cedarwood Grove in District 25. Units are available in 4 and 5-bedroom layouts, ideal for families looking for a more quiet and laidback community. The estate is located in Woodlands further up in the north of the city.Cedarwood Grove is ideally situated in a modernised, well-regarded residential neighbourhood with a great selection of schools and other educational establishments in the area. It serves as a highlight of suburban life, the perfect candidate for families in search of a home and community with greater space and freedom. All necessities and amenities are readily accessible by residents, including various notable recreational facilities and clubs such as the Singapore Turf Club and Woodlands Stadium. Accessibility is not an issue as residents are located less than a ten-minute walk away from the nearest MRT station, and major roads and expressways also efficiently link the estate to the main parts of the city.  Cedarwood Grove – Unique Selling Points  Cedarwood Grove is located in Woodlands, a planning area in the northern region of the city. Located within a residential neighbourhood, its location is ideal for residents wishing to escape the constant noise and crowds of the city. Despite its distance from downtown Singapore, supermarkets, banks, cafes and other amenities can all be found in the surrounding area. Causeway Point shopping mall is just a 5-minute drive away, and contains an expansive range of retail shops, restaurants and other options for residents’ convenience, creating a perfectly self-sufficient neighbourhood conducive to a comfortable lifestyle. Parks and recreational facilities of all sorts can be found nearby, including Singapore Turf Club, Woodlands Stadium, Marsiling Park, and clubs such as ACE The Place and Fu Chun Community Club. For families, a variety of well-respected schools including Singapore American School and Fu Chun Secondary School are also located in the neighbourhood just a short drive or walk away.Cedarwood Grove – Accessibility  Owners of private vehicles can expect to reach the business district in just over 20 minutes via the Bukit Timah Expressway (BKE), while those heading to the Orchard road shopping district can take the Seletar Expressway and arrive in around 25 minutes. Cedarwood Grove is located near Marsiling MRT station (North South line), less than a 10-minute walk away. Those heading towards the city centre can expect about a 30-minute commute directly following the North South MRT line. Feeder buses located along Woodlands Avenue, just a five-minute walk away, can also bring you to Marsilling station.  Cedarwood Grove – Amenities Dining near Cedarwood Grove:Citrus By The PoolMarsiling Food HouseMing Kitchen Seafood RestaurantSchools/Education near Cedarwood Grove:Fu Chun Primary & Secondary SchoolSingapore American SchoolMarsiling Primary SchoolShopping near Cedarwood Grove:Causeway PointThe WoodgroveMarsiling MallMedical Services near Cedarwood Grove:Woodgrove MedicalPeace Family ClinicDoctors Clinic & SurgeryCedarwood Grove – Project Information  Cedarwood Grove is a collection of multi-storey bungalows with a 99-year leasehold. Completed in 1995, the units are available with 4 and 5-bedroom layouts, ideal for families searching for a more spacious and comfortable location in which to set down roots. The property further acts as a valuable investment over time, as evidenced by the steadily rising trends in land prices. The current estimated sales price for individual units is S$ 2,000,000 – S$ 2,200,000, while the PSF value has a range of S$ 762 – S$ 841.Project Name: Cedarwood GroveType: Bungalow HouseDistrict: 25Unit Types:4-bedroom5-bedroomCedarwood Grove – Nearby Projects  The following developments are in the same neighbourhood as Cedarwood Grove:Beechwood TerraceBellewoodsBukit VillasCasablancaCedarwood Grove"
611049,Centurion Residences,D13,0 Puay Hee Avenue,348000,Semi-Detached House,Yi Kai Development Pte Ltd,Freehold,2010,N/A,15,https://www.propertyguru.com.sg/project/centurion-residences-1013,"Centurion ResidencesThe name Centurion Residences represents the vision for the area. It will be like the prosperous areas in many capital cities around the world where there is an exciting mix of shopping, culture, entertainment, amenities and prime corporate offices are located. Centurion Residences is a freehold semi detached house, Located at Puay Hee Avenue, 348000, Balestier, Geylang in District 13. It is located near to Potong Pasir MRT Station and close PH Bro Driving Range and United Medical Centre.Centurion Residences– Unique Selling PointsPeaceful environment, convenient commuting system and satisfactory prices are the most unique features of Centurion Residences. It is located at District 13 which is the most peaceful quiet place in Singapore to live in. It is a well-maintained semi-detached house and is quiet and peaceful with eateries nearby. Layout of each unit are planned properly to provide with a favorable and enduring atmosphere. Other key points are obviously its closeness to the MRT stations. Several accessibilities, nearby shopping mall, educational institutions, recreational facilities and the in- house facilities are other key points to get a living at Centurion Residences.Centurion Residences – AccessibilityCenturion Residences is encircled by several access points. Typically it is accessible through nearest Potong Pasir MRT Station. Other nearest MRT stations near this semi detached house are Woodleigh MRT Station and Geylang Bahru MRT Station. It is well connected with the express ways and high ways. Several feeder Bus services are available near this property. Residents can drive to the nearest Geylang Bahru Market and Food Centre easily. Vehicle owners can drive from Centurion Residences to either the business hub or the vibrant Orchard Road shopping district viaCentral Expressway and it takes only 10 - 15 minutes. Centurion Residences is also accessible via Pan Island Expressway, Central Expressway and Scotts Road.Centurion Residences – Amenities Nearest Dinning and Food Centre:Geylang Bahru Food CentreSer Seng Herbs (Turtle) RestaurantMoonstone SeafoodPasumpon RestaurantThe Beef StationNearest Shopping Centres/MallsGeylang Bahru MarketBendemeer Shopping MallPotong Pasir Community ClubKim Keat AvenueNearest SchoolsSaint Andrew's SecondarySchool,Saint Andrew's Junior CollegeBendemeer Secondary SchoolCedar Primary SchoolStamford American Intenational SchoolNearest Medical Facilities:United Medical CentreTan Tock Seng HospitalSingapore General HospitalFarrer Park HospitalInstitute of Mental HealthCenturion Residences – Project DetailsCenturion Residences is a freehold semi detached house. Relatively it is a small project with only 15 units. 14 units of 2 storey strata semi detached and 1 unit of 2 storey strata detached each with attic, basement and communal swimming pool on lot. 4 and 5 Bed units are designed with thoughtful planning and maximizing the spaces with spacious bed, living and dining.Project Name :Centurion ResidencesProject Type :Semi-Detached HouseDeveloper :Yi Kai Development Pte LtdTenure :FreeholdPrice :S$ 2,588,000 - S$ 2,880,000Completion Year :2010Total Units :15Centurion Residences – Related ProjectsFollowing are some of the elite projects developed by Yi KaiAlexisStudio8Robin SuitesRobinson SuitesCenturion Residences – Nearby ProjectsThere are other similar projects are located near Centurion Residences. Some of these are:15A Jalan Riang18 Woodsville71B Sennett Estate8 @ WoodleighAo Jiang Apartments"
611050,Century Woods,D25,0 Woodgrove View,730000,Terraced House,HABIGREEN PROPERTIES PTE LTD,99-year Leasehold,2002,N/A,99,https://www.propertyguru.com.sg/project/century-woods-1077,"Century Woods is a 99-year leasehold terraced-housing development located at 1 Woodgrove View, Singapore 738104, in District 25, minutes walk to Marsiling MRT Station. Completed in 2002, it comprises 99 units. Century Woods is lose to Causeway Point shopping mall and the Singapore Turf Club.

Condo Facilities at Century Woods

Facilities at Century Woods include car park.

Condo Amenities near Century Woods

A few feeder bus services are available near Century Woods. It is also close to local and international schools, such as Republic Polytechnic, Singapore Sports School, Singapore American School, and Innova Junior College.

Residents can drive down to the nearby shopping malls such as Woodlands Civic Centre or the aforementioned Causeway Point for amenities such as supermarkets, restaurants, eating establishments, banks, cinema, library, and more. 

For vehicle owners, driving from Century Woods to either the business hub or the buzzing Orchard Road shopping district takes 25 - 30 minutes, via Central Expressway."
611051,Chancery Hill Villas,D11,00 Chancery Hill Road,307000,Semi-Detached House,Distinct Home (Chancery) Pte. Ltd.,Freehold,2017,N/A,14,https://www.propertyguru.com.sg/project/chancery-hill-villas-22152,"Chancery Hill Villas is a freehold semi-detached house located at exclusive Chancery Hill Road  in District D11. It’s close to Mount Pleasant MRT which is due completion in year 2021.  


Amenities near Chancery Hill Villas
Chancery Hill Villas is located near commercial amenities such as United Square Shopping Mall, Square 2, Velocity@Novena Square  and the Orchard Shopping Belt which are all within 10 minutes of drive. It is also close to some medical institutions like Mount Elizabeth Novena Hospital, Tan Tock Seng Hospital, Thomson Medical Centre  and Novena Medical Center.

It’s also near to the schools like St. Joseph's Institution Junior, Singapore Chinese Girls’ Primary School and  Balestier Hill Primary School.
 
Chancery Hill Villas is easy access to major expressways such as Dunearn Road, Bukit Timah Road, Pan Island Expressway (PIE)  and Central Expressway (CTE)."
611052,Changi Grove,D17,0 Mariam Close,508000,Detached House,Faber Union LTD,Freehold,N/A,N/A,50,https://www.propertyguru.com.sg/project/changi-grove-20849,"Changi Grove is a Freehold Detached House located at Mariam Close in District D17. It comprises of 50 Units.

» AMENITIES NEAR Changi Grove
Changi Grove is close to CG2 Changi Airport MRT Station and not far from several Schools such as White Sands Primary School and Greenview Secondary School.

Resident at Changi Grove can get to the nearest Giant Supermarket, Sheng Siong Supermarket and G'Value at Loyang Point. It is also nearby to Loyang Point and Downtown East - E!hub Shopping Malls for an array of amenities such as grocery and retail shopping, banks, eateries and more.

Vehicle owners can take Loyang Avenue, Upper Changi Road North and Tampines Expressway (TPE) to get to the business hub or shopping district in the city."
611053,Changi Heights,D17,0 Jalan Sinar Bintang,507000,Terraced House,Tuan Huat Investment Co. Pte Ltd,Freehold,2002,N/A,60,https://www.propertyguru.com.sg/project/changi-heights-1000,"Changi Heights is a freehold terraced-housing development located at 59 Jalan Sinar Bintang, Singapore 507030, in District 17, minutes drive to Changi Airport MRT Station. Completed in 2007, it comprises 104 units. Changi Heights is close to Changi International Airport and Tampines Tree Garden.

Condo Amenities near Changi Heights

A few feeder bus services are available near Changi Heights. It is also minutes ride to several elite schools, such as Tampines Junior College, Ngee Ann Secondary School, and Dunman Secondary School. Residents can head down to the nearby Loyang Point or Tampines Mart for amenities such as supermarkets, restaurants, eating establishemnts, and more. 

For vehicle owners, driving from Changi Heights to either the business hub or the bustling Orchard Road shopping district takes 20 - 25 minutes, via Pan Island Expressway."
611054,Charlton 18,D19,65 Charlton Lane,533994,Terraced House,De Paradiso Development Pte Ltd,Freehold,2016,N/A,18,https://www.propertyguru.com.sg/project/charlton-18-21793,"Charlton 18The Charlton 18 development project is a landed freehold terraced house development project that is located in District 19 in Singapore. Charlton 18 was completed quite recently back in the year of 2016 and it consists of a total number of 18 units. One of the greatest selling points for the Charlton 18 is that it has a very high level of accessibility due to it being surrounded by a number of bus stops and it is also close to the NE13 Kovan MRT Station. Vehicle owners can also enjoy the convenience of high accessibility since the Charlton 18 is connected with some of the major roads and highways.The Charlton 18 is a development project by De Paradiso Development Pte Ltd. De Paradiso Development Pte Ltd is a private company limited by share and they were incorporated back in the year of 1996 in Singapore. The company’s principal activity is bank/financial holding companies which includes insurance holding companies with real estate developers as their secondary activity.Charlton 18 – Unique Selling PointsThe Charlton 18 is a freehold development project that provides some basic condominium facilities to its residents. A swimming pool is provided for the residents of Charlton 18 that enjoy spending their leisure time by swimming. Furthermore, there is a BBQ pit for the residents to have a good time of bonding with friends and families over some good barbeque. There is also a side gate for the ease of access for the residents of Charlton 18. Last but not least, there is a basement carpark with a total of 36 private parking lots for vehicle owners to park their cars.Charlton 18 – AccessibilityAs mentioned above, the Charlton 18 has a high level of accessibility due to it being surrounded by a number of bus stops and some MRT Stations. The nearest MRT Station is the NE13 Kovan MRT Station that is located only about 380 metres away. The second nearest MRT Station is the Seranggon MRT Interchange that is located a bit further away. The business hub or shopping district is also accessible from Charlton 18 for vehicle owners. They can take the Upper Serangoon Road, Charlton Lane, Central Expressway (CTE) or the Kallang Paya-Lebar Expressway (KPE) to get there.Charlton 18 – Amenities & AttractionsDining near Charlton 18:Curry & CurryXin Wang Hong Kong Café – Heartland MallVegetarian Express CaféOld Chang Kee Heartland MallPizza De FranceKnuckles BistroSchools and Education Institute near Charlton 18:Xin Hua Primary SchoolYu Ying Secondary SchoolPaya Lebar Methodist Girls’ Primary SchoolSerangoon Junior CollegeKinderland Preschool @ HougangDPS International SchoolMedical Centres/ Clinics near Charlton 18:Unity HougangSan Shu & Family Medical HallPharmagape HealthcareEu Yan Sang (S) Pte LtdShopping near Charlton 18:Kovan Heartland MallUpper Serangoon Shopping CentreSupermarkets near Charlton 18:FairPrice Finest Hougang St 21Kai Soon SupermarketKumaran StoresGourmet StorePrime SupermarketParks and Gyms near Charlton 18:Surin Avenue Neighbourhood ParkAroozoo ParkRichards Avenue ParkCharlton 18 – Project InformationThe Charlton 18 is a freehold landed terraced house development project that was completed recently in the year of 2016 and it comprises a total of 18 units. The development project is located along Charlton Lane, 533994, Serangoon / Thomson (D19-20). The site area for Charlton 18 is 29,197.35 sqft.Project Name: Charlton 18District: 19Configuration: 18 residential unitsUnit types for Charlton 18:3 Bedroom Inter Terrace (3391 sqft)4 Bedroom Corner Terrace (3552 to 3671 sqft)Charlton 18 – Nearby ProjectsThe following projects are located in the same neighbourhood at Charlton 18:The Florence ResidencesAffinity At SerangoonRiverfront ResidencesLa FiestaKingsford WaterbaySengkang Grand Residences"
611055,Charlton Park,D19,0 Jalan Pelikat,537000,Terraced House,N/A,Freehold,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/charlton-park-20850,"Charlton Park is a freehold terraced house located at 149, Jalan Pelikat, 537626 in District 19 Hougang. Charlton Park is close to Serangoon MRT Station and Kovan MRT Station. Schools close to Charlton Park include, Paya Lebar Methodist Girls' Secondary and Paya Lebar Methodist Girls' Primary.  

Amenities near Charlton Park

Residents at Charlton Park can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, banks, eateries and more. 

Charlton Park is near to Shop N' Save and NTUC Fairprice. It is also close to Upper Serangoon Shopping Centre. 

Vehicle owners can take Charlton Road and Upper Serangoon Road to get to the business hub or shopping district in the city."
611056,Charlton Residences,D19,0 Charlton Road,539000,Terraced House,Charlton Residences Pte Ltd,Freehold,N/A,N/A,21,https://www.propertyguru.com.sg/project/charlton-residences-20933,"Charlton ResidencesCharlton Residences is a Freehold Terraced House located at 1 Charlton Road, Singapore in District 19. Charlton Residences is developed by Charlton Residences Pte Ltd. Charlton Residences is located at a very good place because it is near to the different MRT Stations. The nearest MRT Stations are Kovan MRT Station and Serangoon MRT Station. Charlton Residences is also close to the different educational intuitions of the area such as Paya Lebar Methodist Girls' Primary School and Paya Lebar Methodist Girls' Secondary School. Charlton Residences is close to the different daily life necessities of life. Charlton Residences can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, banks, eateries and more. Charlton Residences is also close to Upper Serangoon Shopping Centre. At Charlton Residences the other facilities include BBQ pits, Game room, Gymnasium room, Jacuzzi, Lap pool, Steambath. The vehicle owner needs a few minutes to reach the business hubs and shopping center of the city.Charlton Residences - Unique Selling PointsCharlton Residences has numerous unique features that make this development preferred choice among all the other alternatives present in the vicinity. The first unique feature of this development is the presence of the Game room. There is no other development in the area that has a game room. Furthermore, Charlton Residences has a Jacuzzi and steambath facility which enhances the comfort of the residents manifold. Moreover, a lap pool with all the facilities of modern-day life is also available within the development. A state of the art Gymnasium filled with all the necessary equipment is also present in the development. Lastly, it has BBQ pits for party and food lovers of the development.Charlton Residences – AccessibilityCharlton Residences is located near the different MRT Stations such as NE13 Kovan MRT Station, NE12 Serangoon MRT Station. and CC13 Serangoon MRT Station all these MRT Stations are just 7 to 14 minutes walking distance away from Charlton Residences. The different educational intuitions close to Charlton Residences are DPS International School, Paya Lebar Methodist Girls' Primary School, and Paya Lebar Methodist Girls' Secondary School. these schools are 5 minutes, 9 minutes and 9 minutes walking distance away from Charlton Residences, respectively. Different daily life necessities such as supermarket, shopping malls, grocery, retail shopping, banks, eateries of are also close to Charlton Residences. Charlton Residences is also close to Upper Serangoon Shopping Centre. These shopping malls need just a few minutes to ride away from Charlton Residences.Charlton Residences - Amenities Schools and Education near Charlton Residences:Paya Lebar Methodist Girls' Primary SchoolPaya Lebar Methodist Girls' Secondary SchoolPat's Schoolhouse AroozooiLearning SingaporeShopping near Charlton Residences:FairPrice Finest HoungangPrime SupermarketHockhua Tonic Medical Centres/Clinics near Charlton Residences:Unity HougangGuardian SingaporeSan Shu & Family Medical Charlton Residences - Project informationCharlton Residences is a Terraced House. It comprises a total of 21 units. There are different sizes and verities of the rooms are available. 6 bedrooms 6 bathrooms at the 7260 sqft area- 6 bedrooms 5 bathrooms at 7342 sqft area- 6 bedrooms 5 bathrooms at 5350 sqft area- 6 bedrooms 7 bathrooms at 5352 sqft area are available in Charlton Residences. All these units are partially furnished.Project Name: Charlton ResidencesDistrict: 19Configuration: 21 residential unitsUnite types for Charlton Residences:6 bedrooms 6 bathrooms ( 7260 sqft)6 bedrooms 5 bathrooms (7342 sqft )6 bedrooms 5 bathrooms (5350 sqft)6 bedrooms 7 bathrooms (5352 sqft)Charlton Residences - Nearby Projects The following developments are in the same neighbourhood as Charlton Residences:21 Richards295 Lorong Chuan3 @ Phillips"
611057,Charlton Villas,D19,0 Charlton Lane,539000,Terraced House,Hoi Hup Realty Pte Ltd,Freehold,2011,N/A,43,https://www.propertyguru.com.sg/project/charlton-villas-1347,"Charlton VillasCharlton Villas is located at 23 - 35F CHARLTON LANE in District 19 (Hougang, Sengkang) of Singapore. The property was built in 2011. CHARLTON VILLAS is a Freehold Cluster Housing development consisting of 43 units. The units consist of 3, 4, 5 and 6 bedrooms. CHARLTON VILLAS is accessible via nearby Kovan, Serangoon And Bartley MRT Stations. This property is close to amenities like NTUC FAIR PRICE (HOUGANG BLK 202), Cold Storage Hougang, and Giant(kovan Centre). The closest shopping malls are Upper Serangoon Shopping Centre, Heartland Mall-Kovan, And ICB Shopping Centre. Vehicle owners use CTE to travel at their business hubs and shopping within the districtHoi Hup Realty Pte Ltd; founded in Singapore in 1983, is the developer of Charlton Villas. The company has completed a diversified portfolio of property developments comprising private condominiums, landed housing, cluster-strata housing, executive condominiums, and mixed-use commercial developments. Charlton Villas is one of its best developments.Charlton Villas – Unique selling pointFacilities at Charlton Villas are swimming pool, recreation pool, wading pool, water jet corner, a gymnasium, pool deck, children's playground, water features, private car park, sentry post, linear garden, water features, water feature wall, side gate, and 24-hour security. The facility also has a Serangoon Gardens Country Club near it. A gigantic number of features of this housing development attract the customers towards it.Charlton Villas – AccessibilityThe vehicle owners require 15 minutes to reach CBD and buzzing Orchard Road shopping district via the CTE. MRTs are also available which include the Kovan MRT, Serangoon MRT, and The Bartley MRT. These MRTs are located at a distance of 410m, 1.16km, and 1.54km from the Charlton Villas respectively. Bus stops are also available which includes The Helping Hand at 110m from residence and Opp The Helping Hand at a distance of 120m from the estate. 5 minutes is the maximum time to reach the nearest bus stop.Charlton Villas – Amenities Dining near Charlton VillasFragrant GardenGreenland Vegetarian RestaurantPutian Flavour FoodHansik RestaurantYuba HutSchools and Education near Charlton VillasMethodist Girls' School (primary)Paya Lebar Methodist Girls' School (primary)Xinghua PrimaryPaya Lebar Methodist Girls' School (secondary)Yuying SecondaryGabriel's SecondaryMethodist Girls' School (primary)Maris Stella High SchoolDPS International School SingaporeShopping near Charlton VillasUPPER SERANGOON SHOPPING CENTREHEARTLAND MALL-KOVANICB SHOPPING CENTRENTUC FAIR PRICE (HOUGANG BLK 202)Cold Storage HougangGiant(kovan Centre)NEXMYVILLAGE AT SERANGOON GARDENHospitals/Childcare centers near Charlton VillasInstitute of Mental HealthSengkang General HospitalTan Tock Seng HospitalParkway East HospitalKhoo Teck Puat HospitalCHERIE HEARTS PLAYHOUSE PTE LTD (CHARLTON)CHUMMY CHILDCARE CENTRECHRYSALIS CHILDCARE CENTRECharlton Villas – Project informationCharlton Villas is a freehold clustering house property is located in District 19. The small-sized development consists of 43 units with 3, 4, 5 and 6 bedrooms option. The units of the establishment are available for sale and rental purposes. The sale value for a unit is S$ 2,380,000 - S$ 2,700,000 whereas the PSF is S$ 845 - S$ 1,098. The project details are as follows:Project Name: Charlton VillasProject Type: Cluster HouseAddress: 23 - 35F CHARLTON LANEDistrict: 19 (Hougang, Sengkang)Tenure: FreeholdDeveloper: HOI HUP REALTY PTE LTDBuilt: 2011of Units: 43Unit Type:3 bedrooms4 bedrooms5 bedrooms6 bedroomsCharlton Villas – Related projectsFollowing are some projects by the same developer:Lake Vista @ Yuan ChingThe Foresta @ Mount FaberThe Peak @Toa PayohVersilia On HaigWaterford ResidencesCharlton Villas – Nearby projectsFollowing are some residency projects near Charlton Villas:21 Richards295 Lorong Chuan3 @ Phillips"
611058,Chateau La Salle,D15,0 La Salle Street,456000,Detached House,Fortune Properties Pte Ltd,Freehold,2012,2,6,https://www.propertyguru.com.sg/project/chateau-la-salle-1287,"CHATEAU LA SALLE is a freehold Detached House located at La Salle Street in district 16 near Kembangan MRT and Bedok MRT. It will be completed by 2012; there are a total of 6 units. It is near, Kembangan Plaza and Blue Lobster Seafood Restaurant.

Condo facilities at Chateau La Salle
Chateau La Salle has adequate facilities such as, BBQ pits, Basement car park, Covered car park, Fitness corner, Lap pool, Playground, 24 hours security and a Swimming pool.

Condo Amenities near Chateau La Salle
Chateau La Salle offers a host of luxuries that are readily available, such as shopping malls, supermarkets, restaurants and eating establishments, banks, library, cinemas, and other entertainment facilities.
Schools in the area are, Rosemount International School, Opera Estate Primary School and St. Stephen School.

For vehicle owners, Chateau La Salle is accessible via New Upper Changi Road."
611059,Chatsworth Park,D10,0 Chatsworth Park,249000,Good Class Bungalow,N/A,Freehold,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/chatsworth-park-21160,"Chatsworth Park is a Freehold Good Class Bungalow located at Chatsworth Park in District 10. Chatsworth Park is close to Redhill MRT (EW18), Orchard MRT (NS22) and Queensway MRT (EW19). Schools close to Chatsworth Park include Crescent Girls School, Queenstown Secondary School, Gan Eng Seng School and Queenstown Primary School.

Amenities near Chatsworth Park

Residents at Chatsworth Park can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, bank, eateries and more.

Chatsworth Park is near to NTUC Fairprice,Cold Storage and Market Place Supermarket. It is also close to Tanglin Mall, Valley Point, Tanglin Shopping Centre and Forum the Shopping Mall."
611060,Chelsea Village,D05,0 Jambol Place,119000,Terraced House,Creative Developments Limited,Freehold,1991,N/A,70,https://www.propertyguru.com.sg/project/chelsea-village-1808,"Chelsea Village is a freehold condominium development located at Jambol Place in District 05 near the future West Coast MRT station. Completed in 1991, it comprises 70 units. It is located in the vicinity of Soka Youth Centre and Pasir Panjang Village.

Condo Amenities near Chelsea Village
Chelsea Village is located just minutes drive away from Vivo City, where a host of amenities are readily available, such as retail outlets, supermarkets, restaurants and eating establishments, banks, cinemas and other entertainment facilities.
There are schools located in the vicinity, such as River Valley High School and Blangah Rise Primary. Recreational facilities nearby include the Kent Ridge Park and Keppel Golf Links which is just a short drive away. 
For vehicle owners, traveling to the business hub from Chelsea Village takes just above 15 minutes, via West Coast Highway."
611061,Cheng Soon Garden,D21,0 Cheng Soon Crescent,599880,Semi-Detached House,N/A,Freehold,1993,N/A,N/A,https://www.propertyguru.com.sg/project/cheng-soon-garden-1458,"Cheng Soon GardenCheng Soon Garden is a freehold semi-detached housing development located at 2 - 98 Cheng Soon Garden Singapore, in District 21. The building was completed in 1993. It consists of a total of 214 residential apartments and hence the project is developed at a relatively bigger scale. The Cheng Soon Garden is located near Bukit Batok Nature Park and Bukit Timah Nature Reserve which serves as the unique selling point of this residency. a variety of eateries are also located at Chun Tin Road and Jalan Anak Bukit near the Cheng Soon Garden. Moreover, Bukit Timah Plaza and Beauty World Centre are within the vicinity for daily necessities and light shopping. The vehicle owners utilize Ayer Rajah Expressway and Dunearn Road to reach their business hubs and shopping within the district from the Cheng Soon Garden.Cheng Soon Garden – Unique selling pointThe major facility provided by this property is its vicinity to recreational spots such as Bukit Batok Nature Park and Bukit Timah Nature Reserve. Additionally, the Cheng Soon Garden units provide facilities of Air-conditioning system, Renovations, high-ceiling, stove fittings as well as a perfect greenery view to its residents. The view creates a refreshing sensation to the people living in the area.Cheng Soon Garden – AccessibilityThe vehicle owners travel to their business destinations and shopping malls via Ayer Rajah Expressway and Dunearn Road. Moreover, the MRTs available at this district are Beauty World MRT due 2016 And King Albert Park MRT due 2016. The former is 920m away from the facility whereas the latter is 1.45km away from the Cheng Soon Garden. A walk of 17 minutes and a drive of 4 minutes is essential to reach the nearest MRT. Therefore, bus stops are the best feasible option for traveling to the required destinations. Although the bus stops are at a relatively smaller distance of 500m, they are more preferable than the nearby MRT stations.Cheng Soon Garden – Amenities Dining near Cheng Soon GardenEK GourmetMiCasa Kitchen and BarWoorinara Korean RestaurantOcean SeafoodThree Meals A DaySchools and Education near Cheng Soon GardenBukit Timah PrimaryPei Hwa Presbyterian PrimaryMethodist Girls' School (secondary)Yusof Ishak SecondaryMethodist Girls' School (secondary)Shopping near Cheng Soon GardenBUKIT TIMAH PLAZABEAUTY WORLD PLAZABUKIT TIMAH SHOPPING CENTRENTUC FAIR PRICE (BUKIT TIMAH PLAZA)Giant (Beauty World Centre)Cold Storage Clementi ArcadeHospitals/Childcare centers near Cheng Soon GardenNg Teng Fong General HospitalTan Tock Seng HospitalNational University HospitalSingapore General HospitalGleneagles HospitalToh Yi Medical Clinic Pte. LtdQ & M Dental Surgery (Toh Yi)Tang Family ClinicBukit Timah Nam Sang ClinicSpecialist Medical & Skin ClinicCheng Soon Garden – Project informationThe Cheng Soon Garden is a Clustered house property consists of semi-detached units. The freehold property is located at district 21 and is composed of 214 units, strongly expanding its roots within the district. Units are composed of either 4 or 5 bedrooms. The property is available for rental and sale purposes. The sale price of a unit is S$ 3,480,000 - S$ 10,000,000 with a PSF of S$ 1,233 - S$ 1,667. Details of the condo are as follows:Project Name: Cheng Soon GardenProject Type: Semi-detached houseAddress: 2 CHENG SOON GARDENTenure: -Freeholdof Units: 214District: 21Built: 1993Developer: N.AUnit type:4 bedrooms5 bedroomsCheng Soon Garden – Nearby projectsFollowing are some residency projects near Cheng Soon Garden:Astor GreenBeauty World PlazaBinjai CrestBinjai Park"
611062,Cheow Keng Garden,D15,0 Cheow Keng Road,429000,Terraced House,N/A,Freehold,1997,N/A,N/A,https://www.propertyguru.com.sg/project/cheow-keng-garden-1829,"Cheow Keng Garden is a freehold development located at Cheow Keng Road, in District 15. With 24 units, Cheow Keng Garden is near Eunos MRT Station. Cheow Keng Garden is also close to Tanjong Katong and Marine Parade.

Amenities near Cheow Keng Gardens.
Cheow Keng Gardens is close to local schools, such as Tao Nan School and St. Patrick's Secondary School. In addition is it also near CHIJ Katong Convent School and Victoria Junior College.

Cheow Keng Gardens is also close to Parkway Parade Shopping Center and Roxy Square where you can find an array of amenities such eateries, restaurants, retail, supermarkets, banks and more. It is also near Marine Parade Polyclinic and Parkland Golf Driving Range on East Coast Park.

For vehicle owners, driving from Cheow Keng Gardens to either the business hub or the vibrant Orchard Road shopping district takes 15 - 20 minutes, via the Pan Island Expressway (PIE) or East Coast Parkway (ECP)."
611063,Chestnut Gardens,D23,0 Chestnut Gardens,679000,Terraced House,Siang How Realty Pte Ltd,999-year Leasehold,1993,N/A,30,https://www.propertyguru.com.sg/project/chestnut-gardens-1818,"Chestnut Gardens is a 999-year leasehold terraced-house development located at 2, Chestnut Gardens (S)679227 in District 23 near Bukit Gombak MRT station. Completed in 1993, it comprises 30 units. It is located in the vicinity of Cashew Gardens and Chestnut Park Secondary. 

Condo Amenities near Chestnut Gardens

Chestnut Gardens is located just minutes drive away from Bukit Panjang Plaza, where a host of amenities are readily available, such as retail outlets, supermarkets, restaurants and eating establishments, banks, and other entertainment facilities. 

There are schools located in the vicinity, such as Chestnut Park Secondary School and Assumption English School. Recreational facilities nearby include the Bukit Panjang Park and Bukit Timah Nature Reserve which is just a short drive away. 
For vehicle owners, travelling to the business hub from Chestnut Gardens takes just above 15 minutes, via Bukit Timah Expressway."
